№ п/п;"№ Відділення ТОВ ""ЕПС""";Область;Район в обл.;Індекс;Тип населеного пункту;Населений пункт;Район в місті;Тип вулиці;Адреса;Номер будинку;Дата признчення керівника;модель РРО;Заводський № РРО;2;koatu1;koatu2
1017;1890088;;;02091;м.;Київ;Дарницький;вулиця;АРХІТЕКТОРА ВЕРБИЦЬКОГО;1;;;;02091, м.Київ,  Дарницький р-н., вул.Архітектора Вербицького, 1;8036300000;UA80000000000210193
1018;1890089;Львівська;;79018;м.;Львів;Залізничний;вулиця;ГОРОДОЦЬКА;106;;;;79018, Львівська обл., м.Львів, Залізничний р-н.,  вул.Городоцька, 106;4610136300;UA46060250010259421
1019;1890090;Івано-Франківська;;76018;м.;Івано-Франківськ;;;Грушевського, 1/вул.Вітовського, 7-9;;;;;76018, Івано-Франківська обл., м.Івано-Франківськ, вул.Грушевського, 1/вул.Вітовського, 7-9;2610100000;UA26040190000081578
1020;1890091;Івано-Франківська;;76018;м.;Івано-Франківськ;;вулиця;ГАЛИЦЬКА;11;;;;76018, Івано-Франківська обл., м.Івано-Франківськ, вул.Галицька, 11;2610100000;UA26040190000081578
1021;1890092;Закарпатська;;88000;м.;Ужгород;;площа;Петефі;13;;;;88000, Закарпатська обл., м.Ужгород, площа Петефі, 13;2110100000;UA21100230000083101
1022;1890093;Тернопільська;;46008;м.;Тернопіль;;вулиця;Шептицького Митрополита;1, прим.79;;;;46008, Тернопільська обл., м.Тернопіль, вул.Шептицького Митрополита, 1, прим.79;6110100000;UA61040490000035010
1023;1890094;;;02094;м.;Київ;Деснянський;вулиця;Магнітогорська;1-А;;;;02094, м.Київ, Деснянський р-н., вул.Магнітогорська, 1-А;8036400000;UA80000000000336424
1024;1890095;Житомирська;;10001;м.;Житомир;Богунський;вулиця;Київська;77;;;;10001, Житомирська обл., м.Житомир, Богунський р-н.,  вул.Київська, 77;1810136300;UA18040190010115253
1025;1890096;Чернігівська;;14005;м.;Чернігів;Деснянський;проспект;Миру;49;;;;14005, Чернігівська обл., м.Чернігів, Деснянський р-н., проспект Миру, 49;7410136300;UA74100390010122363
1026;1890097;Київська;Києво-Святошинський;08129;с.;Петропавлівська Борщагівка;;вулиця;Велика Кільцева;4-Ф;;;;08129, Київська обл., Києво-Святошинський р-н., с.Петропавлівська Борщагівка, вул.Велика Кільцева, 4-Ф;3222485901;UA32080050010035667
1027;1890098;;;04208;м.;Київ;Подільський;проспект;Правди;58-А;;;;04208, м.Київ, Подільський р-н.,  проспект Правди, 58-А;8038500000;UA80000000000719633
1028;1890099;Черкаська;;18001;м.;Черкаси;Соснівський;бульвар;Шевченка;208/1, літ. "А-5";;;;18001, Черкаська обл., м.Черкаси, Соснівський р-н., бульвар Шевченка, 208/1, літ. "А-5";7110136700;UA71080490010259590
1029;1890100;Закарпатська;;88000;м.;Ужгород;;;площа Корятовича, 1/вул.Фединця, 2, прим.1;;;;;88000, Закарпатська обл., м.Ужгород, площа Корятовича, 1/вул.Фединця, 2, прим.1;2110100000;UA21100230000083101
1030;1890101;Тернопільська;;46025;м.;Тернопіль;;вулиця;Гетьмана Сагайдачного;4;;;;46025, Тернопільська обл., м.Тернопіль, вул.Гетьмана Сагайдачного, 4;6110100000;UA61040490000035010
1031;1890102;Київська;;08205;м.;Ірпінь;;вулиця;ЦЕНТРАЛЬНА;29;;;;08205, Київська обл., м.Ірпінь, вул.Центральна, 29;3210900000;UA32080150000035443
1032;1890103;Волинська;;43025;м.;Луцьк;;проспект;Волі;4;;;;43025, Волинська обл., м.Луцьк, проспект Волі, 4;0710100000;UA07080170000013585
1033;1890104;Волинська;;43025;м.;Луцьк;;вулиця;Лесі Українки;57;;;;43025, Волинська обл., м.Луцьк, вул.Лесі Українки, 57;0710100000;UA07080170000013585
1034;1890105;Запорізька;;71118;м.;Бердянськ;;проспект;Праці;31-Е;;;;71118, Запорізька обл., м.Бердянськ, проспект Праці, 31-Е;2310400000;UA23020050000046501
1035;1890106;Черкаська;;20304;м.;Умань;;вулиця;Тищика;23;;;;20304, Черкаська обл., м.Умань, вул.Тищика, 23;7110800000;UA71060210000032972
1036;1890107;Черкаська;;20301;м.;Умань;;вулиця;Велика фонтанна;31-Б;;;;20301, Черкаська обл., м.Умань, вул.Велика фонтанна, 31-Б;7110800000;UA71060210000032972
1037;1890108;Харківська;;61046;м.;Харків;Немишлянський;проспект;Московський;252-Б;;;;61046, Харківська обл., м.Харків, Немишлянський р-н., проспект Московський, 252-Б;6310138500;UA63120270010423479
1038;1890109;Харківська;;61038;м.;Харків;Московський;вулиця;Академіка. Павлова;44-Б;;;;61038, Харківська обл., м.Харків, Московський р-н., вул.Академіка Павлова, 44-Б;6310137500;UA63120270010315719
1039;1890110;Дніпропетровська;;49000;м.;Дніпро;Шевченківський;проспект;Богдана Хмельницького;118-Д;;;;49000, Дніпропетровська обл., м.Дніпро, Шевченківський р-н.,  проспект Богдана Хмельницького, 118-Д;1210136600;UA12020010010816623
1040;1890111;Харківська;;61001;м.;Харків;Основ`янський;проспект;ГАГАРІНА;20-А;;;;61001, Харківська обл., м.Харків, Основ`янський р-н., проспект Гагаріна, 20-А;6310138800;UA63120270010681864
1041;1890112;Харківська;;61105;м.;Харків;Слобідський;проспект;Героїв Сталінграду;134-К;;;;61105, Харківська обл., м.Харків, Слобідський р-н.,  проспект Героїв Сталінграду, 134-К;6310136900;UA63120270010736370
1042;1890113;Одеська;;65113;м.;Одеса;Київський;проспект;Академіка Глушка;14;;;;65113, Одеська обл., м.Одеса, Київський р-н., проспект Академіка Глушка, 14;5110136900;UA51100270010196805
1043;1890114;Харківська;;61098;м.;Харків;Холодногірський;вулиця;Полтавський Шлях;148/2;;;;61098, Харківська обл., м.Харків, Холодногірський р-н., вул.Полтавський Шлях, 148/2;6310137200;UA63120270010877312
1044;1890115;Харківська;;61204;м.;Харків;Шевченківський;проспект;Людвіга Свободи;52;;;;61204, Харківська обл., м.Харків, Шевченківський р-н.,  проспект Людвіга Свободи, 52;6310136300;UA63120270010948820
1045;1890116;Харківська;;61082;м.;Харків;Немишлянський;проспект;Петра Григоренка;5/1;;;;61082, Харківська обл., м.Харків, Немишлянський р-н., проспект Петра Григоренка, 5/1;6310138500;UA63120270010423479
1046;1890117;Харківська;;61124;м.;Харків;Слобідський;проспект;ГАГАРІНА;177;;;;61124, Харківська обл., м.Харків, Слобідський р-н.,  проспект Гагаріна, 177;6310136900;UA63120270010736370
1047;1890118;Харківська;;61000;м.;Харків;Індустріальний;проспект;Олександрівський;91;;;;61000, Харківська обл., м.Харків, Індустріальний р-н.,  проспект Олександрівський, 91;6310138200;UA63120270010158723
1048;1890119;Миколаївська;;54017;м.;Миколаїв;Центральний;проспект;Центральний;74А/7;;;;54017, Миколаївська обл., м.Миколаїв, Центральний р-н., Центральний проспект, 74А/7;4810137200;UA48060150010443183
1049;1890120;Миколаївська;;54029;м.;Миколаїв;Центральний;вулиця;Адмірала Макарова;58;;;;54029, Миколаївська обл., м.Миколаїв, Центральний р-н.,  вул.Адмірала Макарова, 58;4810137200;UA48060150010443183
1050;1890121;Одеська;;65026;м.;Одеса;Приморський;площа;Грецька;3/4;;;;65026, Одеська обл., м.Одеса, Приморський р-н.,  площа Грецька, 3/4;5110137500;UA51100270010320268
1051;1890122;Херсонська;;73003;м.;Херсон;;проспект;Ушакова;35-А;;;;73003, Херсонська обл., м.Херсон, проспект Ушакова, 35-А;6510136900;UA65100150010361097
1052;1890123;Кіровоградська;;25006;м.;Кропивницький;Подільський;вулиця;Преображенська;7-А;;;;25006, Кіровоградська обл., м.Кропивницький, Подільський р-н., вул.Преображенська, 7-А;3510136600;UA35040210010145346
1053;1890124;Одеська;;65012;м.;Одеса;Приморський;площа;Старосінна;1, 2/3;;;;65012, Одеська обл., м.Одеса, Приморський р-н., площа Старосінна, 1, 2/3;5110137500;UA51100270010320268
1054;1890125;Одеська;;65026;м.;Одеса;Приморський;вулиця;Грецька;45;;;;65026, Одеська обл., м.Одеса, Приморський р-н., вул.Грецька, 45;5110137500;UA51100270010320268
1055;1890126;Сумська;;40021;м.;Суми;;вулиця;Набережна річки Стрілки;10-А;;;;40021, Сумська обл., м.Суми, вул. Набережна річки Стрілки, 10-А;5910136300;UA59080270010111002
