department;region;district_region;district_city;city_type;city;street;street_type;hous;post_index;partner;status;register;edrpou;address;partner name;id_terminal;koatu;tax_id;koatu2
1010314;Івано-Франківська;;;м.;Івано-Франківськ;Петлюри;вулиця;7-Б;76005;delivery;;604/09/05 від 27.09.2021;;76005, Івано-Франківська обл., м.Івано-Франківськ, вул. Петлюри, 7-Б;;;2610100000;15802458;
1010315;Донецька;Краматорський;;м.;Костянтинівка;Мирошниченко;вулиця;37;85107;delivery;;629/10/05 від 04.10.2021;;85107, Донецька обл., Краматорський р-н., м.Костянтинівка, вул.Мирошниченко, 37;;;1412600000;15802459;
1010316;Житомирська;;Корольовський;м.;Житомир;Смолянський майдан;;3;10002;delivery;;629/10/05 від 04.10.2021;;10002, Житомирська обл., м.Житомир, Корольовський р-н.,  Смолянський майдан, 3;;;1810136600;15802460;
1010317;Одеська;;Суворовський;м.;Одеса;19-й км Старокиївської дороги;;4;67582;delivery;;629/10/05 від 04.10.2021;;67582, Одеська обл., м.Одеса, Суворовський р-н., 19-й км Старокиївської дороги, 4;;;5110137600;15802461;
1010318;Миколаївська;;Інгульський;м.;Миколаїв;Новозаводська;вулиця;24-1;54028;delivery;;629/10/05 від 04.10.2021;;54028, Миколаївська обл., м.Миколаїв, Інгульський р-н., вул.Новозаводська, 24-1;;;4810136900;15802462;
1010319;Полтавська;Полтавський;;м.;Кобеляки;Перемоги;площа;2-Б;39201;delivery;;629/10/05 від 04.10.2021;;39201, Полтавська обл., Полтавський р-н., м.Кобеляки, площа Перемоги, 2-Б;;;5321810100;15802463;
1010320;Херсонська;Каховський;;смт.;Чаплинка;Каланчацька;вулиця;1-А;75201;delivery;;673/10/05 від 19.10.2021;;75201, Херсонська обл., Каховський р-н., смт.Чаплинка, вул.Каланчацька, 1-А;;;6525455100;15802464;
1010321;Вінницька;Вінницький;;м.;Іллінці;Європейська;вулиця;74-Е;22700;delivery;;673/10/05 від 19.10.2021;;22700, Вінницька обл., Вінницький р-н., м.Іллінці, вул.Європейська, 74-Е;;;521210100;15802465;
1010322;Харківська;Харківський;;смт.;Безлюдівка;Зміївська;вулиця;62;62489;delivery;;673/10/05 від 19.10.2021;;62489, Харківська обл., Харківський р-н., смт.Безлюдівка, вул.Зміївська, 62;;;6325155600;15802466;
1010323;Київська;Бучанський;;м.;Ірпінь;Озерна;вулиця;3;08205;delivery;;703/11/05 від 02.11.2021;;08205, Київська обл., Бучанський р-н., м.Ірпінь, вул.Озерна, 3;;f671fe10-b498-e911-81a1-000d3a20e396;3210900000;15802467;
1010324;Вінницька;;;м.;Могилів-Подільський;Героїв;проспект;57-37;24000;delivery;;703/11/05 від 02.11.2021;;24000, Вінницька обл., м.Могилів-Подільський,  проспект Героїв, 57-37;;6f3b6d45-b249-e211-ab75-00155d012d0d;510400000;15802468;
1010325;Сумська;;Ковпаківський;м.;Суми;Перемоги;вулиця;1;40002;delivery;;703/11/05 від 02.11.2021;;40002, Сумська обл., м.Суми, Ковпаківський р-н., вул.Перемоги, 1;;c53b6d45-b249-e211-ab75-00155d012d0d;5910136600;15802469;
1010326;Сумська;Охтирський;;м.;Охтирка;Сумська;вулиця;8;42706;delivery;;703/11/05 від 02.11.2021;;42706, Сумська обл., Охтирський р-н. м.Охтирка, вул.Сумська, 8;;03690b6c-d649-e211-9515-00155d012d0d;5910200000;15802470;
1010327;Миколаївська;;Центральний;м.;Миколаїв;Героїв України;вулиця;113-Б;54025;delivery;;703/11/05 від 02.11.2021;;54025, Миколаївська обл., м.Миколаїв, Центральний р-н., вул.Героїв України, 113-Б;;481b2e44-3a1d-ec11-8492-002248834307;4810137200;15802471;
1010328;Запорізька;Василівський;;м.;Василівка;Ліхачова;вулиця;2/6;71601;delivery;;703/11/05 від 02.11.2021;;71601, Запорізька обл., Василівський р-н., м.Василівка, вул.Ліхачова, 2/6;;df4d3f26-4bf4-e611-8123-000d3a204dc8;2320910100;15802472;
1010329;Дніпропетровська;Синельниківський;;смт.;Межова;ЗАВОДСЬКА;вулиця;136;52900;delivery;;703/11/05 від 02.11.2021;;52900, Дніпропетровська обл., Синельниківський р-н., смт.Межова, вул.Заводська, 136;;e6f3a2c8-2a48-e611-80ef-000d3a204dc8;1222655100;15802473;
1010330;Дніпропетровська;Синельниківський;;м.;Синельникове;Шевченка;вулиця;27-А;52500;delivery;;720/11/05 від 12.11.2021;;52500, Дніпропетровська обл., Синельниківський р-н., м.Синельникове, вул.Шевченка, 27-А;;9c2b147f-8a59-eb11-81f1-000d3a20e396;1213000000;15802474;
1010331;Черкаська;Звенигородський;;смт.;Катеринопіль;В`ячеслава Чорновола;вулиця;4-Б;20501;delivery;;720/11/05 від 12.11.2021;;20501, Черкаська обл., Звенигородський р-н., смт.Катеринопіль, вул.В`ячеслава Чорновола, 4-Б;;45f77e27-0db3-e611-8112-000d3a204dc8;7122255100;15802475;
1010332;Черкаська;Черкаський;;смт.;Городище;Миру;вулиця;107;19502;delivery;;720/11/05 від 12.11.2021;;19502, Черкаська обл., Черкаський р-н., смт.Городище, вул.Миру, 107;;eabe7f37-27d7-ea11-81cd-000d3a20e396;7120310100;15802476;
1010333;Черкаська;Черкаський;;м.;Кам`янка;Героїв Майдану;вулиця;19;20801;delivery;;720/11/05 від 12.11.2021;;20801, Черкаська обл., Черкаський р-н.,  м.Кам`янка, вул.Героїв Майдану, 19;;b6906e91-034f-e911-8199-000d3a20e396;7121810100;15802477;
1010334;Чернівецька;Чернівецький;;м.;Сторожинець;Яремчука;вулиця;21;59000;delivery;;720/11/05 від 12.11.2021;;59000, Чернівецька обл., Чернівецький р-н. м.Сторожинець, вул.Яремчука, 21;;b6906e91-034f-e911-8199-000d3a20e396;7324510100;15802478;
1010335;Харківська;Богодухівський;;смт.;Золочів;ЦЕНТРАЛЬНА;вулиця;27-А;62203;delivery;;732/11/05 від 19.11.2021;;62203, Харківська обл., Богодухівський р-н., смт.Золочів, вул.Центральна, 27-А;;a07c1234-4ede-eb11-a841-002248824c26;6322655100;15802480;
1010336;Тернопільська;Чортківський;;м.;Чортків;Степана  Бандери;вулиця;60-А;48505;delivery;;732/11/05 від 19.11.2021;;48505, Тернопільська обл., Чортківський р-н., м.Чортків, вул.Степана  Бандери, 60-А;;ae629271-13a8-e611-8111-000d3a204dc8;6110300000;15802481;
1010337;Кіровоградська;Кропивницький;;м.;Знам’янка;Привокзальна;вулиця;10-Д;27406;delivery;;732/11/05 від 19.11.2021;;27406, Кіровоградська обл.,Кропивницький р-н., м.Знам’янка, вул.Привокзальна, 10-Д;;fcb89b3e-7ea3-e711-8146-000d3a23e81c;3510600000;15802482;
1010338;Львівська;;Шевченківський;м.;Львів;Шевченка;вулиця;120;79039;delivery;;732/11/05 від 19.11.2021;;79039, Львівська обл., м.Львів, Шевченківський р-н., вул.Шевченка, 120;;6d8f6287-3911-ec11-8487-002248834307;4610137500;15802483;
1010339;;;;м.;Київ;Першого Травня;вулиця;1-А;02088;delivery;;732/11/05 від 19.11.2021;;02088, м.Київ, Дарницький р-н.,вул.Першого Травня, 1-А;;9c257460-462c-e811-8158-000d3a20e396;8036300000;15802484;
1010340;Одеська;Одеський;;смт.;Великодолинське;Чорноморська;вулиця;2-А;67832;delivery;;732/11/05 від 19.11.2021;;67832, Одеська обл., Одеський р-н., смт.Великодолинське, вул.Чорноморська, 2-А;;5fe1a465-7ce5-eb11-a853-002248824c26;5123755300;15802485;
1010341;Вінницька;;;м.;Вінниця;Академіка Янгеля;вулиця;4;21007;delivery;;792/12/05 від 07.12.2021;;21007, Вінницька обл., м.Вінниця, вул.Академіка Янгеля, 4;;03937f4b-c416-ec11-848f-002248834307;0510100000;15802501;
1010342;Харківська;;Основ’янський;м.;Харків;Греківська;вулиця;25;61010;delivery;;792/12/05 від 07.12.2021;;61010, Харківська обл., м.Харків, Основ’янський р-н., вул.Греківська, 25;;d126a9ae-2425-ec11-849f-002248834307;6310138800;15802502;
